Year,Position,Amateur Team,Games,Points,Goalie Wins,Score,Amateur League
1996,Forward,Moose Jaw Warriors (WHL),256.0,19.0,,275.0,WHL
1996,Defence,HC Vitkovice (Czech),970.0,386.0,,1356.0,Tipsport Extraliga
1996,Forward,Cornwall (CJHL),74.0,20.0,,94.0,
1996,Goalie,Sudbury Wolves (OHL),46.0,1.0,16.0,47.0,OHL
1996,Defence,Peterborough Petes (OHL),42.0,5.0,,47.0,OHL
1996,Forward,HV71 (Sweden),69.0,28.0,,97.0,SHL
1996,Defence,Prince George Cougars (WHL),282.0,45.0,,327.0,WHL
1996,Forward,St. Albert (AJHL),462.0,169.0,,631.0,AJHL
1996,Forward,HKM Zvolen (Slovakia),8.0,1.0,,9.0,Tipos Extraliga
1996,Defence,Melfort (SJHL),907.0,180.0,,1087.0,
1996,Defence,HC Kladno (Czech),984.0,563.0,,1547.0,Tipsport Extraliga
1996,Defence,Adler Mannheim (Germany),1.0,0.0,,1.0,DEL
1996,Forward,AC/HC Nitra (Slovakia),89.0,26.0,,115.0,Tipos Extraliga
1996,Forward,Harvard (ECAC),951.0,160.0,,1111.0,
1996,Forward,HC Kosice (Slovakia),9.0,2.0,,11.0,Tipos Extraliga
1996,Forward,Prince George Cougars (WHL),342.0,92.0,,434.0,WHL
1996,Forward,Fort Wayne Komets (IHL),5.0,3.0,,8.0,
1996,Defence,Vastra Frolunda HC (Sweden),1.0,0.0,,1.0,SHL
1996,Defence,TPS (Finland),878.0,339.0,,1217.0,SM-liiga
1995,Defence,Detroit Jr. Red Wings (OHL),619.0,323.0,,942.0,OHL
1995,Defence,Brandon Wheat Kings (WHL),1023.0,457.0,,1480.0,WHL
1995,Defence,Kiekko-67 (Finland-2),606.0,85.0,,691.0,SM-liiga
1995,Forward,Kingston Frontenacs (OHL),714.0,218.0,,932.0,OHL
1995,Forward,Tri-City Americans (WHL),1090.0,672.0,,1762.0,WHL
1995,Forward,Prince Albert Raiders (WHL),149.0,21.0,,170.0,WHL
1995,Forward,Kamloops Blazers (WHL),1540.0,972.0,,2512.0,WHL
1995,Forward,Tri-City Americans (WHL),8.0,0.0,,8.0,WHL
1995,Defence,Tacoma Rockets (WHL),719.0,207.0,,926.0,WHL
1995,Forward,HC Ceske Budejovice (Czech),1260.0,590.0,,1850.0,Tipsport Extraliga
1995,Forward,Kamloops Blazers (WHL),1554.0,1300.0,,2854.0,WHL
1995,Goalie,Halifax Mooseheads (QMJHL),597.0,7.0,262.0,604.0,QMJHL
1995,Defence,Niagara Falls Thunder (OHL),802.0,125.0,,927.0,OHL
1995,Defence,Oshawa Generals (OHL),21.0,1.0,,22.0,OHL
1995,Goalie,Beauport Harfangs (QMJHL),508.0,14.0,230.0,522.0,QMJHL
1995,Forward,Prince Albert Raiders (WHL),2.0,0.0,,2.0,WHL
1995,Forward,Detroit Vipers (IHL),1017.0,721.0,,1738.0,
1995,Forward,Krylia Sovetov Moskva (Russia),55.0,24.0,,79.0,KHL
1995,Defence,Drummondville Voltigeurs (QMJHL),554.0,77.0,,631.0,QMJHL
1995,Defence,Belleville Bulls (OHL),436.0,57.0,,493.0,OHL
1995,Goalie,Tri-City Americans (WHL),328.0,3.0,120.0,331.0,WHL
1995,Forward,Kiekko-67 (Finland-2),2.0,1.0,,3.0,SM-liiga
1995,Forward,Krylia Sovetov Moskva (Russia),451.0,219.0,,670.0,KHL
1995,Goalie,Chicoutimi Sagueneens (QMJHL),349.0,6.0,112.0,355.0,QMJHL
1995,Defence,Dynamo Moskva 2 (Russia-2),136.0,10.0,,146.0,VHL
1995,Defence,Kingston Frontenacs (OHL),30.0,0.0,,30.0,OHL
1995,Forward,HC Sparta Praha (Czech),436.0,224.0,,660.0,Tipsport Extraliga
1995,Forward,Guelph Storm (OHL),1.0,0.0,,1.0,OHL
1995,Defence,Red Deer Rebels (WHL),64.0,7.0,,71.0,WHL
1995,Forward,St. Jean Lynx (QMJHL),695.0,153.0,,848.0,QMJHL
1995,Forward,Beauport Harfangs (QMJHL),320.0,78.0,,398.0,QMJHL
1995,Forward,Beauport Harfangs (QMJHL),41.0,13.0,,54.0,QMJHL
1995,Defence,Laval Titan College Francais (QMJHL),158.0,24.0,,182.0,QMJHL
1995,Forward,Beauport Harfangs (QMJHL),105.0,3.0,,108.0,QMJHL
1995,Forward,Sherbrooke Faucons (QMJHL),33.0,2.0,,35.0,QMJHL
1995,Defence,Saskatoon Blades (WHL),301.0,21.0,,322.0,WHL
1995,Defence,Windsor Spitfires (OHL),45.0,2.0,,47.0,OHL
1995,Forward,Guelph Storm (OHL),79.0,6.0,,85.0,OHL
1995,Forward,Oshawa Generals (OHL),89.0,9.0,,98.0,OHL
1995,Defence,Beauport Harfangs (QMJHL),324.0,47.0,,371.0,QMJHL
1995,Goalie,Medicine Hat Tigers (WHL),3.0,0.0,0.0,3.0,WHL
1995,Forward,Adler Mannheim (Germany),833.0,463.0,,1296.0,DEL
1995,Forward,HC Litvinov Jr. (Czech Jr.),36.0,18.0,,54.0,Tipsport Extraliga
1995,Forward,Granby Bisons (QMJHL),4.0,0.0,,4.0,QMJHL
1995,Forward,Swift Current Broncos (WHL),294.0,48.0,,342.0,WHL
1995,Forward,Brandon Wheat Kings (WHL),341.0,158.0,,499.0,WHL
1995,Forward,Prince Albert Raiders (WHL),174.0,74.0,,248.0,WHL
1995,Forward,Moose Jaw Warriors (WHL),35.0,6.0,,41.0,WHL
1995,Forward,Fort Wayne Komets (IHL),331.0,170.0,,501.0,
1995,Defence,AC Ziln (Czech),36.0,4.0,,40.0,Tipsport Extraliga
1995,Forward,Oshawa Generals (OHL),33.0,3.0,,36.0,OHL
1995,Defence,HC Dukla Jihlava (Czech),157.0,31.0,,188.0,Tipsport Extraliga
1995,Forward,Brandon Wheat Kings (WHL),572.0,261.0,,833.0,WHL
1995,Forward,Portland Winterhawks (WHL),541.0,222.0,,763.0,WHL
1995,Defence,CSK VVS Samara (Russia),89.0,14.0,,103.0,KHL
1995,Defence,Dynamo Moskva (Russia),30.0,7.0,,37.0,KHL
1995,Defence,Medicine Hat Tigers (WHL),25.0,0.0,,25.0,WHL
1995,Goalie,Sherbrooke Faucons (QMJHL),218.0,3.0,80.0,221.0,QMJHL
1995,Forward,Oshawa Generals (OHL),43.0,9.0,,52.0,OHL
1995,Forward,Sherbrooke Faucons (QMJHL),13.0,3.0,,16.0,QMJHL
1995,Forward,Ottawa 67's (OHL),488.0,166.0,,654.0,OHL
1995,Forward,Peterborough Petes (OHL),2.0,0.0,,2.0,OHL
1995,Forward,Kiekko-67 (Finland-2),140.0,55.0,,195.0,SM-liiga
1995,Goalie,Chilliwack (BCJHL),1.0,0.0,1.0,1.0,
1995,Defence,Brandon Wheat Kings (WHL),27.0,8.0,,35.0,WHL
1995,Forward,Oshawa Generals (OHL),2.0,0.0,,2.0,OHL
1995,Forward,Hull Olympiques (QMJHL),1.0,0.0,,1.0,QMJHL
1995,Forward,HIFK (Finland),831.0,458.0,,1289.0,SM-liiga
1995,Defence,Rogle BK (Sweden),352.0,90.0,,442.0,SHL
1995,Goalie,Ilves Jr. (Finland Jr.),266.0,10.0,129.0,276.0,SM-liiga
1995,Forward,Oshawa Generals (OHL),807.0,706.0,,1513.0,OHL
1995,Goalie,Laval Titan College Francais (QMJHL),26.0,0.0,6.0,26.0,QMJHL
1995,Forward,Portland Winterhawks (WHL),56.0,12.0,,68.0,WHL
1995,Forward,Peterborough Petes (OHL),93.0,24.0,,117.0,OHL
1995,Forward,MHC Martin (Slovakia),113.0,32.0,,145.0,Tipos Extraliga
1995,Forward,SKI Banska Bystrica (Slovakia-2),1009.0,483.0,,1492.0,Tipos Extraliga
1995,Forward,Laval Titan College Francais (QMJHL),58.0,16.0,,74.0,QMJHL
1995,Forward,SKI Banska Bystrica (Slovakia-2),289.0,119.0,,408.0,Tipos Extraliga
1995,Defence,Torpedo Yaroslavl 2 (Russia-2),1.0,0.0,,1.0,VHL
1995,Goalie,TPS Jr. (Finland Jr.),623.0,10.0,319.0,633.0,SM-liiga
1995,Defence,Tacoma Rockets (WHL),181.0,20.0,,201.0,WHL
1995,Forward,Kingston Frontenacs (OHL),44.0,7.0,,51.0,OHL
1995,Goalie,Prince George Cougars (WHL),317.0,4.0,137.0,321.0,WHL
1995,Forward,Seattle Thunderbirds (WHL),513.0,297.0,,810.0,WHL
1995,Goalie,Owen Sound Platers (OHL),309.0,10.0,140.0,319.0,OHL
1995,Defence,Traktor Chelyabinsk (Russia),62.0,10.0,,72.0,KHL
1995,Forward,Red Deer Rebels (WHL),35.0,3.0,,38.0,WHL
1995,Defence,Swift Current Broncos (WHL),659.0,218.0,,877.0,WHL
1995,Defence,Beauport Harfangs (QMJHL),390.0,125.0,,515.0,QMJHL
1995,Forward,Saskatoon Blades (WHL),455.0,97.0,,552.0,WHL
1995,Defence,Torpedo Yaroslavl (Russia),3.0,1.0,,4.0,KHL
1995,Forward,Berani Ziln Jr. (Czech Jr.),10.0,2.0,,12.0,Tipsport Extraliga
1995,Forward,Chicoutimi Sagueneens (QMJHL),192.0,31.0,,223.0,QMJHL
1995,Defence,Shawinigan Cataractes (QMJHL),937.0,258.0,,1195.0,QMJHL
1995,Forward,Lethbridge Hurricanes (WHL),324.0,58.0,,382.0,WHL
1995,Forward,Hull Olympiques (QMJHL),391.0,46.0,,437.0,QMJHL
1995,Forward,Vastra Frolunda HC Jr. (Sweden Jr.),797.0,287.0,,1084.0,J20 Nationell
1995,Defence,Val-d'Or Foreurs (QMJHL),269.0,20.0,,289.0,QMJHL
1995,Defence,British Columbia (CIAU),22.0,0.0,,22.0,
1995,Defence,Tri-City Americans (WHL),45.0,4.0,,49.0,WHL
1995,Defence,North Battleford (SJHL),7.0,0.0,,7.0,
1995,Defence,HC Vitkovice Jr. (Czech Jr.),836.0,333.0,,1169.0,Tipsport Extraliga
1995,Forward,Minnesota (WCHA),7.0,1.0,,8.0,
1995,Forward,Minnesota (WCHA),18.0,1.0,,19.0,
1995,Forward,Powell River (BCJHL),11.0,0.0,,11.0,
1995,Defence,HC Ceske Budejovice (Czech),40.0,7.0,,47.0,Tipsport Extraliga
1995,Goalie,Peterborough Petes (OHL),47.0,1.0,9.0,48.0,OHL
1995,Forward,Halifax Mooseheads (QMJHL),30.0,5.0,,35.0,QMJHL
1995,Defence,Detroit Jr. Red Wings (OHL),26.0,2.0,,28.0,OHL
1995,Defence,Spartak Moskva (Russia),538.0,147.0,,685.0,KHL
1995,Forward,Kamloops Blazers (WHL),8.0,1.0,,9.0,WHL
1995,Defence,Prince Albert Raiders (WHL),2.0,0.0,,2.0,WHL
1994,Defence,Windsor Spitfires (OHL),1128.0,500.0,,1628.0,OHL
1994,Defence,Krylia Sovetov Moskva (Russia),713.0,317.0,,1030.0,KHL
1994,Forward,Las Vegas Thunder (IHL),969.0,497.0,,1466.0,
1994,Forward,Niagara Falls Thunder (OHL),79.0,16.0,,95.0,OHL
1994,Forward,Guelph Storm (OHL),821.0,496.0,,1317.0,OHL
1994,Forward,Moose Jaw Warriors (WHL),1270.0,842.0,,2112.0,WHL
1994,Goalie,Owen Sound Platers (OHL),219.0,3.0,85.0,222.0,OHL
1994,Forward,Portland Winterhawks (WHL),726.0,202.0,,928.0,WHL
1994,Forward,Kingston Frontenacs (OHL),51.0,7.0,,58.0,OHL
1994,Defence,Kamloops Blazers (WHL),143.0,47.0,,190.0,WHL
1994,Forward,Regina Pats (WHL),893.0,516.0,,1409.0,WHL
1994,Forward,Saskatoon Blades (WHL),549.0,33.0,,582.0,WHL
1994,Defence,Pitea HC (Sweden-2),909.0,343.0,,1252.0,Allsvenskan
1994,Forward,Niagara Falls Thunder (OHL),928.0,287.0,,1215.0,OHL
1994,Goalie,Chicoutimi Sagueneens (QMJHL),95.0,1.0,22.0,96.0,QMJHL
1994,Forward,Owen Sound Platers (OHL),774.0,194.0,,968.0,OHL
1994,Defence,North Bay Centennials (OHL),330.0,29.0,,359.0,OHL
1994,Forward,Brandon Wheat Kings (WHL),385.0,34.0,,419.0,WHL
1994,Forward,Michigan (CCHA),88.0,14.0,,102.0,NCAA
1994,Defence,Dynamo Moskva 2 (Russia-3),56.0,8.0,,64.0,
1994,Forward,Seattle Thunderbirds (WHL),195.0,29.0,,224.0,WHL
1994,Forward,Salavat Yulaev Ufa (Russia),92.0,37.0,,129.0,KHL
1994,Goalie,Soo Greyhounds (OHL),351.0,5.0,139.0,356.0,OHL
1994,Defence,Saskatoon Blades (WHL),714.0,106.0,,820.0,WHL
1994,Forward,HV71 (Sweden),83.0,15.0,,98.0,SHL
1994,Defence,HC Ceske Budejovice (Czech),510.0,53.0,,563.0,Tipsport Extraliga
1994,Defence,Seattle Thunderbirds (WHL),463.0,143.0,,606.0,WHL
1994,Forward,Spokane Chiefs (WHL),41.0,6.0,,47.0,WHL
1994,Forward,Stratford (MWJHL),157.0,41.0,,198.0,
1994,Forward,Peterborough Petes (OHL),473.0,43.0,,516.0,OHL
1994,Forward,ASD Dukla Jihlava (Czech),159.0,53.0,,212.0,Tipsport Extraliga
1994,Forward,Thunder Bay Flyers (USHL),701.0,122.0,,823.0,USHL
1994,Defence,Kamloops Blazers (WHL),81.0,9.0,,90.0,WHL
1994,Forward,Powell River (BCJHL),4.0,0.0,,4.0,
1994,Forward,Beauport Harfangs (QMJHL),220.0,38.0,,258.0,QMJHL
1994,Forward,Portland Winterhawks (WHL),659.0,269.0,,928.0,WHL
1994,Forward,Moose Jaw Warriors (WHL),736.0,300.0,,1036.0,WHL
1994,Goalie,St. Jean Lynx (QMJHL),648.0,17.0,286.0,665.0,QMJHL
1994,Forward,Laval Titan (QMJHL),53.0,15.0,,68.0,QMJHL
1994,Forward,Detroit Jr. Red Wings (OHL),14.0,3.0,,17.0,OHL
1994,Defence,Sherbrooke Faucons (QMJHL),868.0,203.0,,1071.0,QMJHL
1994,Forward,Belleville Bulls (OHL),738.0,241.0,,979.0,OHL
1994,Forward,HC Kladno (Czech),1240.0,1025.0,,2265.0,Tipsport Extraliga
1994,Forward,Kamloops Blazers (WHL),242.0,34.0,,276.0,WHL
1994,Defence,Brandon Wheat Kings (WHL),140.0,14.0,,154.0,WHL
1994,Forward,Tacoma Rockets (WHL),34.0,3.0,,37.0,WHL
1994,Forward,North Bay Centennials (OHL),487.0,216.0,,703.0,OHL
1994,Defence,Kamloops Blazers (WHL),674.0,55.0,,729.0,WHL
1994,Forward,Sundsvall/Timra (Sweden-2),898.0,462.0,,1360.0,Allsvenskan
1994,Forward,SKA St. Petersburg (Russia),11.0,6.0,,17.0,KHL
1994,Forward,Red Deer Rebels (WHL),3.0,0.0,,3.0,WHL
1994,Defence,Guelph Storm (OHL),69.0,5.0,,74.0,OHL
1994,Defence,TPS (Finland),51.0,10.0,,61.0,SM-liiga
1994,Defence,Tri-City Americans (WHL),758.0,300.0,,1058.0,WHL
1994,Forward,Fairfield Prep (High-CT),892.0,615.0,,1507.0,High School
1994,Forward,Lawrence Academy (High-MA),1.0,0.0,,1.0,High School
1994,Forward,Springfield (NEJHL),607.0,214.0,,821.0,
1994,Forward,Kamloops Blazers (WHL),267.0,113.0,,380.0,WHL
1994,Forward,Ottawa 67's (OHL),91.0,38.0,,129.0,OHL
1994,Defence,North Bay Centennials (OHL),6.0,0.0,,6.0,OHL
1994,Forward,HC Pardubice (Czech),1020.0,805.0,,1825.0,Tipsport Extraliga
1994,Forward,HC Vitkovice (Czech),493.0,183.0,,676.0,Tipsport Extraliga
1994,Defence,Kamloops Blazers (WHL),658.0,113.0,,771.0,WHL
1994,Forward,Hotchkiss School (High-CT),58.0,9.0,,67.0,High School
1994,Forward,Guelph Storm (OHL),124.0,32.0,,156.0,OHL
1994,Forward,Cushing Academy (High-MA),118.0,38.0,,156.0,High School
1994,Forward,Laval Titan (QMJHL),115.0,7.0,,122.0,QMJHL
1994,Defence,HC Plzen (Czech),411.0,77.0,,488.0,Tipsport Extraliga
1994,Forward,Hammarby IF (Sweden-2),264.0,151.0,,415.0,Allsvenskan
1994,Forward,Belleville Bulls (OHL),31.0,5.0,,36.0,OHL
1994,C/D,Seattle Thunderbirds (WHL),10.0,2.0,,12.0,WHL
1994,Forward,Michigan State (CCHA),9.0,0.0,,9.0,NCAA
1994,Forward,Omaha Lancers (USHL),70.0,17.0,,87.0,USHL
1994,Goalie,Cambridge (MWJHL),543.0,22.0,275.0,565.0,
1994,Forward,Caledon (MetJAHL),580.0,198.0,,778.0,
1994,Forward,Vastra Frolunda HC (Sweden),1246.0,1157.0,,2403.0,SHL
1994,Defence,Lethbridge Hurricanes (WHL),786.0,110.0,,896.0,WHL
1994,Forward,Spartak Moskva (Russia),459.0,235.0,,694.0,KHL
1994,Forward,Krylia Sovetov Moskva (Russia),296.0,142.0,,438.0,KHL
1994,Forward,Chicoutimi Sagueneens (QMJHL),515.0,68.0,,583.0,QMJHL
1994,Forward,Granby Bisons (QMJHL),374.0,108.0,,482.0,QMJHL
1994,Forward,Sherwood Park (AJHL),311.0,61.0,,372.0,AJHL
1994,Forward,HC Litvinov (Czech),133.0,20.0,,153.0,Tipsport Extraliga
1994,Defence,Prince Albert Raiders (WHL),550.0,71.0,,621.0,WHL
1994,Forward,Swift Current Broncos (WHL),186.0,42.0,,228.0,WHL
1994,Forward,Peterborough Petes (OHL),321.0,18.0,,339.0,OHL
1994,Defence,Powassan (NOJHL),38.0,13.0,,51.0,
1994,Forward,Granby Bisons (QMJHL),15.0,0.0,,15.0,QMJHL
1994,Goalie,Torpedo Ust-Kamenogorsk (Russia),4.0,0.0,0.0,4.0,KHL
1994,Goalie,St. Hyacinthe Laser (QMJHL),13.0,0.0,3.0,13.0,QMJHL
1994,Defence,HC Ceske Budejovice (Czech),7.0,1.0,,8.0,Tipsport Extraliga
1994,Goalie,Vermont (ECAC),426.0,7.0,214.0,433.0,
1994,Goalie,Leksands IF (Sweden),373.0,10.0,161.0,383.0,SHL
1994,Goalie,Torpedo Ust-Kamenogorsk (Russia),697.0,16.0,353.0,713.0,KHL
1994,Forward,Kelowna (BCJHL),256.0,97.0,,353.0,
1994,Defence,Swift Current Broncos (WHL),114.0,22.0,,136.0,WHL
1994,Goalie,HC Kladno (Czech),700.0,23.0,300.0,723.0,Tipsport Extraliga
1994,Forward,Rogle BK (Sweden),81.0,31.0,,112.0,SHL
1994,Goalie,Sioux City Musketeers (USHL),224.0,9.0,97.0,233.0,USHL
1994,Forward,Soo Greyhounds (OHL),1011.0,747.0,,1758.0,OHL
1994,Forward,Oshawa Generals (OHL),654.0,79.0,,733.0,OHL
1994,Forward,Kamloops Blazers (WHL),374.0,64.0,,438.0,WHL
1994,Forward,SKI Banska Bystrica (Slovakia-2),745.0,379.0,,1124.0,Tipos Extraliga
1994,Forward,Omaha Lancers (USHL),38.0,6.0,,44.0,USHL
1994,Forward,Khimik Voskresensk (Russia),502.0,286.0,,788.0,KHL
1994,Forward,Bodens IK (Sweden-2),1026.0,530.0,,1556.0,Allsvenskan
1994,Defence,HV71 (Sweden),89.0,35.0,,124.0,SHL
1994,Forward,Soo Greyhounds (OHL),207.0,38.0,,245.0,OHL
1994,Defence,HC Olomouc Jr. (Czech Jr.),161.0,15.0,,176.0,Tipsport Extraliga
1994,Defence,Arlington Catholic HS (High-MA),2.0,0.0,,2.0,High School
1994,Defence,AIK (Sweden),306.0,140.0,,446.0,SHL
1994,Forward,Jokerit (Finland),50.0,15.0,,65.0,SM-liiga
1994,Goalie,Loomis-Chaffee (High-CT),23.0,0.0,4.0,23.0,High School
1994,Forward,TPS (Finland),55.0,20.0,,75.0,SM-liiga
1994,Defence,Malmo IF Jr. (Sweden Jr.),739.0,284.0,,1023.0,J20 Nationell
1993,Forward,Victoriaville Tigres (QMJHL),616.0,327.0,,943.0,QMJHL
1993,Defence,Peterborough Petes (OHL),1167.0,698.0,,1865.0,OHL
1993,Forward,Kingston Frontenacs (OHL),1092.0,568.0,,1660.0,OHL
1993,Forward,Maine (H-East),989.0,989.0,,1978.0,NCAA
1993,Forward,Medicine Hat Tigers (WHL),1153.0,469.0,,1622.0,WHL
1993,Forward,Dynamo Moskva (Russia),897.0,537.0,,1434.0,KHL
1993,Forward,Oshawa Generals (OHL),1244.0,938.0,,2182.0,OHL
1993,Forward,MoDo Hockey (Sweden),750.0,349.0,,1099.0,SHL
1993,RW/C,Detroit Jr. Red Wings (OHL),671.0,223.0,,894.0,OHL
1993,Goalie,Sherbrooke Faucons (QMJHL),586.0,6.0,238.0,592.0,QMJHL
1993,Defence,Seattle Thunderbirds (WHL),890.0,121.0,,1011.0,WHL
1993,Defence,Rogle BK (Sweden),686.0,267.0,,953.0,SHL
1993,Forward,Prince Albert Raiders (WHL),435.0,128.0,,563.0,WHL
1993,Forward,Portland Winterhawks (WHL),567.0,373.0,,940.0,WHL
1993,Forward,Skelleftea AIK (Sweden-2),387.0,128.0,,515.0,Allsvenskan
1993,Defence,London Knights (OHL),2.0,0.0,,2.0,OHL
1993,Forward,London Knights (OHL),552.0,485.0,,1037.0,OHL
1993,Forward,Dubuque Fighting Saints (USHL),375.0,119.0,,494.0,USHL
1993,Defence,Sudbury Wolves (OHL),336.0,57.0,,393.0,OHL
1993,Forward,TPS (Finland),1124.0,832.0,,1956.0,SM-liiga
1993,Defence,MoDo Hockey (Sweden),572.0,176.0,,748.0,SHL
1993,Forward,Guelph Storm (OHL),1159.0,770.0,,1929.0,OHL
1993,Forward,Miami (Ohio) (CCHA),540.0,136.0,,676.0,NCAA
1993,Defence,Leksands IF (Sweden),7.0,0.0,,7.0,SHL
1993,Defence,ASD Dukla Jihlava (Czechoslovakia),122.0,12.0,,134.0,Tipsport Extraliga
1993,Forward,Ottawa 67's (OHL),951.0,241.0,,1192.0,OHL
1993,Goalie,Kingston Frontenacs (OHL),30.0,1.0,6.0,31.0,OHL
1993,Defence,Salavat Yulaev Ufa (Russia),22.0,1.0,,23.0,KHL
1993,Goalie,Portland Winterhawks (WHL),20.0,0.0,3.0,20.0,WHL
1993,Forward,Boston University (H-East),899.0,226.0,,1125.0,NCAA
1993,Forward,HC Sparta Praha (Czechoslovakia),543.0,317.0,,860.0,Tipsport Extraliga
1993,Defence,Lethbridge Hurricanes (WHL),3.0,0.0,,3.0,WHL
1993,Forward,Cloquet HS (High-MN),1109.0,663.0,,1772.0,High School
1993,Defence,Karpat (Finland-2),741.0,319.0,,1060.0,SM-liiga
1993,Forward,Spokane Chiefs (WHL),3.0,0.0,,3.0,WHL
1993,Defence,Lada Togliatti (Russia),51.0,6.0,,57.0,KHL
1993,Forward,Penticton (BCJHL),934.0,601.0,,1535.0,
1993,Defence,Spokane Chiefs (WHL),1135.0,528.0,,1663.0,WHL
1993,Goalie,Owen Sound Platers (OHL),348.0,3.0,105.0,351.0,OHL
1993,Forward,Prince Albert Raiders (WHL),3.0,0.0,,3.0,WHL
1993,Defence,Detroit Jr. Red Wings (OHL),372.0,30.0,,402.0,OHL
1993,Defence,HC Litvinov (Czechoslovakia),105.0,23.0,,128.0,Tipsport Extraliga
1993,Defence,Sudbury Wolves (OHL),287.0,35.0,,322.0,OHL
1993,Forward,Kitchener Rangers (OHL),37.0,6.0,,43.0,OHL
1993,Forward,Lethbridge Hurricanes (WHL),86.0,16.0,,102.0,WHL
1993,Forward,Tacoma Rockets (WHL),17.0,0.0,,17.0,WHL
1993,Forward,Traktor Chelyabinsk (Russia),76.0,29.0,,105.0,KHL
1993,Defence,Moose Jaw Warriors (WHL),7.0,1.0,,8.0,WHL
1993,Forward,HIFK (Finland),382.0,148.0,,530.0,SM-liiga
1993,Forward,Pardaugava Riga (Russia),5.0,0.0,,5.0,KHL
1993,Defence,Lada Togliatti (Russia),122.0,20.0,,142.0,KHL
1993,Forward,Peterborough Petes (OHL),171.0,30.0,,201.0,OHL
1993,Defence,Sudbury Wolves (OHL),454.0,66.0,,520.0,OHL
1993,Forward,Welland (GHL),410.0,45.0,,455.0,
1993,Defence,Kristall Elektrostal (Russia-2),62.0,9.0,,71.0,VHL
1993,Forward,Detroit Jr. Red Wings (OHL),7.0,0.0,,7.0,OHL
1993,Defence,Laval Titan (QMJHL),48.0,16.0,,64.0,QMJHL
1993,Forward,HC Ceske Budejovice Jr. (Czechoslovakia Jr.),1108.0,765.0,,1873.0,Tipsport Extraliga
1993,Defence,HC Vitkovice Jr. (Czechoslovakia Jr.),691.0,168.0,,859.0,Tipsport Extraliga
1993,Forward,Hull Olympiques (QMJHL),251.0,98.0,,349.0,QMJHL
1993,Forward,Kamloops Blazers (WHL),1.0,0.0,,1.0,WHL
1993,Defence,TJ Vitkovice (Czechoslovakia),49.0,16.0,,65.0,Tipsport Extraliga
1993,Forward,Ottawa 67's (OHL),93.0,29.0,,122.0,OHL
1993,Defence,Dynamo Moskva 2 (Russia-2),2.0,0.0,,2.0,VHL
1993,Forward,Western Michigan (CCHA),915.0,219.0,,1134.0,NCAA
1993,Forward,Beauport Harfangs (QMJHL),601.0,398.0,,999.0,QMJHL
1993,Forward,Calgary (AJHL),29.0,1.0,,30.0,AJHL
1993,Forward,Traktor Chelyabinsk (Russia),4.0,0.0,,4.0,KHL
1993,Forward,Detroit Jr. Red Wings (OHL),5.0,0.0,,5.0,OHL
1993,Forward,Brandon Wheat Kings (WHL),261.0,73.0,,334.0,WHL
1993,Defence,St. Michael's (MetJAHL),113.0,7.0,,120.0,
1993,Goalie,Kelowna (BCJHL),21.0,0.0,1.0,21.0,
1993,Forward,Medford HS (High-MA),465.0,198.0,,663.0,High School
1993,Goalie,Milwaukee Admirals (IHL),190.0,6.0,62.0,196.0,
1993,Forward,HK Dukla Trencin (Czechoslovakia),1050.0,735.0,,1785.0,Tipsport Extraliga
1993,Defence,Prince Albert Raiders (WHL),2.0,0.0,,2.0,WHL
1993,Defence,Portland Winterhawks (WHL),592.0,65.0,,657.0,WHL
1993,Goalie,Vasteras IK (Sweden),526.0,7.0,210.0,533.0,SHL
1993,Forward,Newmarket Royals (OHL),33.0,3.0,,36.0,OHL
1993,Forward,TJ Slavia Praha (Czech-2),10.0,4.0,,14.0,Tipsport Extraliga
1993,Forward,Yale (ECAC),85.0,6.0,,91.0,
1993,Forward,Sudbury Wolves (OHL),31.0,10.0,,41.0,OHL
1993,Forward,Owen Sound Platers (OHL),829.0,397.0,,1226.0,OHL
1993,Goalie,Saskatoon Blades (WHL),66.0,0.0,14.0,66.0,WHL
1993,Defence,Farjestad BK (Sweden),33.0,5.0,,38.0,SHL
1993,Defence,St. Sebastian's School (High-MA),1.0,0.0,,1.0,High School
1993,Forward,Assat (Finland),1.0,0.0,,1.0,SM-liiga
1993,Forward,TPS Jr. (Finland Jr.),151.0,28.0,,179.0,SM-liiga
1993,Defence,Drummondville Voltigeurs (QMJHL),74.0,5.0,,79.0,QMJHL
1993,Forward,Cloquet HS (High-MN),2.0,0.0,,2.0,High School
1993,Forward,MoDo Hockey Jr. (Sweden Jr.),247.0,51.0,,298.0,J20 Nationell
1993,Defence,Bloomington Jefferson HS (High-MN),67.0,20.0,,87.0,High School
1993,Forward,St. Jean Lynx (QMJHL),2.0,0.0,,2.0,QMJHL
1993,Forward,Red Deer Rebels (WHL),35.0,3.0,,38.0,WHL
1993,Forward,AC Ziln (Czechoslovakia),526.0,221.0,,747.0,Tipsport Extraliga
1993,Defence,HIFK Jr. (Finland Jr.),149.0,27.0,,176.0,SM-liiga
1993,Forward,Saskatoon Blades (WHL),32.0,11.0,,43.0,WHL
1993,Forward,Leksands IF (Sweden),264.0,51.0,,315.0,SHL
1993,Forward,Kamloops Blazers (WHL),947.0,476.0,,1423.0,WHL
1993,Forward,Granby Bisons (QMJHL),25.0,5.0,,30.0,QMJHL
1993,Goalie,Shawinigan Cataractes (QMJHL),444.0,6.0,200.0,450.0,QMJHL
